0.002	0.01203505388	1	6.64025	0.139	0.920	2.988	0.01203	0.00075	100	32	0.02091053323	10959033.18	173943573.3
0.002	0.01016478928	2	6.40075	0.136	0.869	2.880	0.01203	0.00075	100	30	0.01787883902	9613379.325	118992133.1
0.002	0.008538979026	3	6.16125	0.133	0.819	2.773	0.01203	0.00075	100	30	0.01569086817	8383075.507	129177658.1
0.002	0.007131878638	4	5.92175	0.130	0.770	2.665	0.01203	0.00075	100	20	0.01135295756	7262387.456	122267163.8
0.002	0.005919787717	5	5.68225	0.127	0.722	2.557	0.01203	0.00075	90	27	0.0110155439	6245694.708	120924342.1
0.002	0.004880941315	6	5.44275	0.124	0.676	2.449	0.01203	0.00075	85	27	0.009384219987	5327490.608	116131519.5
0.002	0.003995404207	7	5.20325	0.121	0.632	2.341	0.01203	0.00075	80	27	0.007944955644	4502382.312	111133973.1
0.002	0.003244968051	8	4.96375	0.119	0.589	2.234	0.01203	0.00075	74	26	0.006533426635	3765090.787	107350822.7
0.002	0.002613051443	9	4.72425	0.116	0.547	2.126	0.01203	0.00075	69	25	0.005347082658	3110450.81	102063966.8
0.002	0.002084602877	10	4.48475	0.113	0.506	2.018	0.01203	0.00075	63	20	0.003956281088	2533410.967	98704860.54
0.002	0.001646006591	11	4.24525	0.110	0.467	1.910	0.01203	0.00075	59	20	0.003253883994	2029033.656	91086979.65
0.002	0.001284991315	12	4.00575	0.107	0.429	1.803	0.01203	0.00075	55	18	0.002521241814	1592495.085	83510278.91
0.002	0.0009905419145	13	3.76625	0.104	0.393	1.695	0.01203	0.00075	55	18	0.002076027806	1219085.27	70234580.36
0.002	0.0007528139281	14	3.52675	0.101	0.358	1.587	0.01203	0.00075	55	15	0.001547492368	904208.0409	58028199.98
0.002	0.0005857816793	15	3.28725	0.100	0.329	1.479	0.01203	0.00075	40	15	0.001172998596	643381.0352	59460614.69
0.002	0.0004663936927	16	3.04775	0.100	0.305	1.371	0.01203	0.00075	40	11	0.0008572850385	432430.1609	44129686.81
0.002	0.0003644405587	17	2.80825	0.100	0.281	1.264	0.01203	0.00075	40	11	0.0007118823663	267641.376	29854500.46
0.002	0.0002785460967	18	2.56875	0.100	0.257	1.156	0.01203	0.00075	30	8	0.000466135194	145509.324	23261962.59
0.002	0.000207334126	19	2.32925	0.100	0.233	1.048	0.01203	0.00075	20	7	0.0003139532558	62528.64835	15668581.52
0.002	0.0001494284657	20	2.08975	0.100	0.209	0.940	0.01203	0.00075	20	5	0.0002138967838	15193.99252	4390192.564
