0.002	0.01203505388	1	6.64025	0.139	0.920	2.988	0.01203	0.001	92	28	0.02386570723	10959033.18	140000130.6
0.002	0.01016478928	2	6.40075	0.136	0.869	2.880	0.01203	0.001	92	28	0.02105603197	9613379.325	101493940.6
0.002	0.008538979026	3	6.16125	0.133	0.819	2.773	0.01203	0.001	92	28	0.01850857392	8383075.507	106694144.3
0.002	0.007131878638	4	5.92175	0.130	0.770	2.665	0.01203	0.001	86	28	0.0159031157	7262387.456	104572713.5
0.002	0.005919787717	5	5.68225	0.127	0.722	2.557	0.01203	0.001	82	27	0.01342427677	6245694.708	100400033.6
0.002	0.004880941315	6	5.44275	0.124	0.676	2.449	0.01203	0.001	82	27	0.01164879672	5327490.608	91699642.44
0.002	0.003995404207	7	5.20325	0.121	0.632	2.341	0.01203	0.001	76	27	0.009841458455	4502382.312	89012585.07
0.002	0.003244968051	8	4.96375	0.119	0.589	2.234	0.01203	0.001	67	26	0.007982438151	3765090.787	89783871.62
0.002	0.002613051443	9	4.72425	0.116	0.547	2.126	0.01203	0.001	67	25	0.006676654991	3110450.81	80281462.04
0.002	0.002084602877	10	4.48475	0.113	0.506	2.018	0.01203	0.001	60	20	0.004878296402	2533410.967	78985606.09
0.002	0.001646006591	11	4.24525	0.110	0.467	1.910	0.01203	0.001	59	20	0.004080416503	2029033.656	69841817.01
0.002	0.001284991315	12	4.00575	0.107	0.429	1.803	0.01203	0.001	50	18	0.003070689607	1592495.085	69655923.96
0.002	0.0009905419145	13	3.76625	0.104	0.393	1.695	0.01203	0.001	50	18	0.002536579769	1219085.27	58524839.58
0.002	0.0007528139281	14	3.52675	0.101	0.358	1.587	0.01203	0.001	40	15	0.001768474948	904208.0409	58766895.6
0.002	0.0005857816793	15	3.28725	0.100	0.329	1.479	0.01203	0.001	40	15	0.001471578373	643381.0352	45758051.81
0.002	0.0004663936927	16	3.04775	0.100	0.305	1.371	0.01203	0.001	30	11	0.0009804901101	432430.1609	43481253.36
0.002	0.0003644405587	17	2.80825	0.100	0.281	1.264	0.01203	0.001	30	11	0.0008176371145	267641.376	29426212.16
0.002	0.0002785460967	18	2.56875	0.100	0.257	1.156	0.01203	0.001	30	8	0.000573518148	145509.324	17897026.43
0.002	0.000207334126	19	2.32925	0.100	0.233	1.048	0.01203	0.001	20	7	0.0003861250424	62528.64835	12196798.61
0.002	0.0001494284657	20	2.08975	0.100	0.209	0.940	0.01203	0.001	20	5	0.0002596067274	15193.99252	3400585.073
